file,id,timestamp
sweep_lr_wd_do.yaml,mcia7pjo,2025-10-30T11:05:02
sweep_lr_wd_do_2.yaml,yd2cb8ct,2025-10-30T12:24:55
run_3.yaml,8c3f83au,2025-10-30T15:20:58
run_4.yaml,72d8po16,2025-10-30T15:27:42
run_4.yaml,sgclrdp8,2025-10-30T15:46:21
run_5.yaml,3y897omn,2025-10-30T16:30:31
sweep_lr_wd_do_6.yaml,v79ns7uy,2025-10-30T16:38:38
run_7.yaml,2hjbu4yt,2025-10-30T19:01:50
